"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
614.5,0.0117105039932833,0.0586528263196079,"azithromycin","all",0.901902339727642,1.1350424414471
621.5,0.0117105039932833,0.0586528263196079,"azithromycin","all",0.901902339727642,1.1350424414471
632,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
642.5,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
649.5,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
656.5,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
663.5,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
670.5,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
678,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
685,0.0116343568779096,0.0586277406408162,"azithromycin","all",0.901878007465852,1.13490021246346
